Time [sec];HipCenter_X [cm];HipCenter_Y [cm];HipCenter_Z [cm];Spine_X [cm];Spine_Y [cm];Spine_Z [cm];ShoulderCenter_X [cm];ShoulderCenter_Y [cm];ShoulderCenter_Z [cm];Head_X [cm];Head_Y [cm];Head_Z [cm];ShoulderLeft_X [cm];ShoulderLeft_Y [cm];ShoulderLeft_Z [cm];ElbowLeft_X [cm];ElbowLeft_Y [cm];ElbowLeft_Z [cm];WristLeft_X [cm];WristLeft_Y [cm];WristLeft_Z [cm];HandLeft_X [cm];HandLeft_Y [cm];HandLeft_Z [cm];ShoulderRight_X [cm];ShoulderRight_Y [cm];ShoulderRight_Z [cm];ElbowRight_X [cm];ElbowRight_Y [cm];ElbowRight_Z [cm];WristRight_X [cm];WristRight_Y [cm];WristRight_Z [cm];HandRight_X [cm];HandRight_Y [cm];HandRight_Z [cm];HipLeft_X [cm];HipLeft_Y [cm];HipLeft_Z [cm];KneeLeft_X [cm];KneeLeft_Y [cm];KneeLeft_Z [cm];AnkleLeft_X [cm];AnkleLeft_Y [cm];AnkleLeft_Z [cm];FootLeft_X [cm];FootLeft_Y [cm];FootLeft_Z [cm];HipRight_X [cm];HipRight_Y [cm];HipRight_Z [cm];KneeRight_X [cm];KneeRight_Y [cm];KneeRight_Z [cm];AnkleRight_X [cm];AnkleRight_Y [cm];AnkleRight_Z [cm];FootRight_X [cm];FootRight_Y [cm];FootRight_Z [cm]
1,663;-0.11;9.06;-8.85;1.01;29.27;-3.01;2.47;49.32;3.49;-3.12;55.49;2.78;-3.13;41.79;5.92;-17.21;43.95;10.22;-33.52;44.70;15.53;-41.20;45.69;18.63;5.50;45.77;-2.92;8.51;41.73;14.54;3.19;25.76;18.19;-0.66;20.61;17.44;-3.36;8.64;-6.04;0.02;25.78;14.69;-1.74;4.15;-1.09;-3.16;2.85;8.58;5.00;10.30;-7.82;14.73;21.94;9.53;1.24;3.92;-5.08;4.02;1.02;0.11
1,696;-0.13;8.88;-8.80;0.96;29.00;-2.92;2.39;48.94;3.63;-3.08;55.09;2.87;-3.06;41.76;5.97;-17.17;43.86;10.23;-33.47;44.64;15.55;-41.20;45.54;18.67;5.54;45.40;-2.82;8.41;41.80;14.76;2.78;25.89;18.16;-0.76;21.13;17.65;-3.38;8.48;-6.00;-0.04;25.66;14.68;-1.79;4.03;-1.11;-3.13;2.83;8.61;4.99;10.11;-7.75;15.37;22.41;7.37;1.23;4.07;-5.54;2.80;1.14;-0.38
1,728;-0.15;8.68;-8.71;0.90;28.67;-2.77;2.29;48.47;3.84;-3.02;54.71;2.99;-2.94;41.73;6.12;-17.06;43.78;10.34;-33.37;44.57;15.64;-41.19;45.39;18.70;5.56;45.09;-2.70;8.30;41.91;15.01;2.38;26.06;18.17;-0.82;21.72;17.96;-3.41;8.29;-5.93;-0.08;25.57;14.73;-1.79;3.93;-1.04;-3.05;2.85;8.74;4.95;9.91;-7.64;15.97;22.85;5.17;1.23;4.17;-5.98;1.65;1.24;-0.83
1,763;-0.18;8.49;-8.61;0.86;28.37;-2.63;2.23;48.06;4.01;-2.98;54.35;3.08;-2.82;41.70;6.25;-16.96;43.70;10.42;-33.27;44.51;15.72;-41.20;45.22;18.76;5.56;44.89;-2.61;8.22;41.96;15.16;2.13;26.15;18.16;-0.83;22.02;18.13;-3.42;8.11;-5.85;-0.05;25.87;14.79;-1.75;4.14;-0.86;-2.97;2.97;8.93;4.90;9.72;-7.53;16.57;23.30;2.98;1.35;4.26;-6.57;0.64;1.33;-1.45
1,795;-0.20;8.33;-8.54;0.83;28.11;-2.53;2.21;47.71;4.12;-2.95;54.18;3.12;-2.74;41.70;6.38;-15.85;41.89;10.89;-31.99;43.67;15.73;-39.64;44.38;18.35;5.52;44.84;-2.55;8.14;42.08;15.26;1.94;26.30;18.15;-0.77;22.36;18.27;-3.42;7.95;-5.79;-0.01;26.19;14.86;-1.69;4.37;-0.68;-2.90;3.10;9.11;4.85;9.56;-7.43;17.59;24.12;1.08;1.73;4.62;-6.67;0.13;1.34;-1.83
1,829;-0.22;8.20;-8.47;0.80;27.89;-2.46;2.18;47.42;4.19;-2.94;53.92;3.16;-2.67;41.66;6.51;-13.76;39.42;11.38;-29.78;42.03;15.85;-36.98;42.92;17.76;5.40;44.96;-2.51;8.02;42.19;15.30;1.83;26.40;18.22;-0.81;22.39;18.40;-3.41;7.82;-5.75;0.01;26.20;14.92;-1.65;4.35;-0.59;-2.83;3.13;9.22;4.80;9.44;-7.36;18.62;24.75;-0.63;1.56;4.32;-6.85;0.26;1.48;-1.62
1,864;-0.28;8.06;-8.36;0.76;27.70;-2.39;2.15;47.19;4.24;-3.00;53.60;3.21;-2.63;41.60;6.62;-11.68;36.94;11.86;-27.59;40.38;15.96;-34.31;41.53;17.20;5.29;45.08;-2.48;7.88;42.32;15.34;1.66;26.54;18.23;-0.82;22.56;18.54;-3.43;7.68;-5.67;0.01;26.20;14.99;-1.61;4.33;-0.50;-2.89;3.12;9.28;4.69;9.30;-7.22;19.21;24.91;-2.01;1.17;3.80;-7.25;-0.12;1.76;-1.50
1,895;-0.37;7.90;-8.26;0.66;27.43;-2.32;2.03;46.82;4.29;-3.03;53.21;3.22;-2.77;41.29;6.71;-9.65;34.25;12.41;-25.41;38.58;16.10;-31.63;40.01;16.69;4.68;45.52;-2.92;7.49;42.53;14.82;1.61;26.71;18.06;-0.82;22.45;18.62;-3.43;7.49;-5.59;0.01;26.20;15.06;-1.58;4.31;-0.40;-2.98;3.10;9.34;4.47;9.14;-7.10;19.64;25.01;-3.36;0.80;3.31;-7.66;-0.44;2.04;-1.43
1,928;-0.41;7.67;-8.26;0.61;27.05;-2.32;1.96;46.26;4.31;-3.06;52.79;3.24;-2.89;40.76;6.80;-7.56;31.36;13.00;-23.14;36.66;16.28;-28.86;38.34;16.21;4.09;45.79;-3.62;6.96;42.92;14.12;1.20;27.16;17.86;-1.00;22.95;18.52;-3.28;7.17;-5.63;0.02;26.22;15.14;-1.55;4.31;-0.29;-3.08;3.09;9.41;4.27;8.96;-7.07;19.17;25.12;-3.08;0.64;3.20;-7.56;-0.43;2.00;-1.10
1,964;-0.42;7.36;-8.32;0.58;26.58;-2.36;1.91;45.62;4.31;-3.10;52.33;3.22;-3.04;40.09;6.84;-5.48;28.36;13.56;-20.86;34.66;16.44;-26.07;36.60;15.69;3.50;45.97;-4.37;6.48;43.07;13.35;1.07;27.44;17.88;-1.13;22.96;18.59;-3.11;6.77;-5.70;0.03;26.24;15.20;-1.52;4.31;-0.22;-3.20;3.06;9.42;4.08;8.74;-7.13;18.42;25.08;-1.93;0.36;3.02;-7.22;-0.50;1.92;-0.64
1,995;-0.43;6.93;-8.33;0.58;25.95;-2.37;1.92;44.79;4.30;-3.09;51.63;3.20;-3.16;39.18;6.86;-3.35;25.13;14.11;-18.51;32.50;16.57;-23.18;34.71;15.19;2.96;45.96;-5.16;6.05;43.07;12.54;0.98;27.61;17.93;-1.25;22.88;18.68;-2.91;6.22;-5.68;0.03;26.20;15.21;-1.48;4.29;-0.22;-3.30;3.01;9.37;3.88;8.43;-7.18;17.62;25.51;-0.79;0.21;3.16;-6.77;-0.53;1.91;-0.38
2,028;-0.44;6.46;-8.32;0.57;25.30;-2.36;1.91;43.95;4.33;-3.11;50.93;3.18;-3.43;37.42;7.81;-1.88;21.95;15.40;-16.75;30.14;17.36;-21.27;32.31;16.25;2.43;45.90;-5.93;5.74;42.76;11.68;1.20;27.38;17.84;-1.29;22.15;18.70;-2.72;5.63;-5.65;0.04;26.12;15.23;-1.44;4.23;-0.24;-3.40;2.95;9.30;3.67;8.08;-7.19;17.09;25.33;-0.21;-0.11;2.91;-6.56;-0.61;1.89;0.11
2,064;-0.44;5.88;-8.25;0.58;24.53;-2.29;1.90;43.00;4.40;-3.11;50.26;3.15;-3.66;35.60;8.77;-1.40;19.90;16.50;-16.03;28.51;18.15;-20.73;30.48;17.59;1.95;45.67;-6.67;5.45;42.47;10.91;1.32;27.19;17.73;-1.26;21.69;18.75;-2.51;4.93;-5.54;0.05;26.00;15.21;-1.39;4.13;-0.30;-3.46;2.88;9.21;3.47;7.62;-7.14;16.28;25.80;0.28;-0.46;3.55;-6.11;-0.86;2.63;0.78
2,094;-0.40;5.17;-8.19;0.59;23.71;-2.23;1.90;42.04;4.47;-3.12;49.69;3.11;-3.87;33.80;9.73;-1.39;18.18;17.59;-15.99;26.57;19.74;-20.65;28.51;19.29;2.01;44.38;-6.78;5.52;41.49;10.85;1.43;26.32;18.11;-1.26;21.16;18.75;-2.32;4.11;-5.45;0.06;25.80;15.14;-1.33;3.96;-0.41;-3.46;2.80;9.11;3.36;7.03;-7.13;15.67;25.56;0.49;-0.29;3.73;-6.03;-0.90;2.53;0.87
2,128;-0.33;4.46;-8.16;0.65;22.92;-2.18;1.96;41.18;4.53;-3.14;49.19;3.05;-3.99;32.15;10.69;-1.37;16.58;18.64;-16.02;24.25;21.38;-20.42;26.24;21.33;2.32;42.95;-6.65;5.80;40.33;11.03;1.68;25.27;18.62;-1.23;20.41;18.72;-2.15;3.30;-5.38;0.09;25.57;15.06;-1.28;3.75;-0.54;-3.38;2.72;9.01;3.35;6.42;-7.13;15.07;25.39;0.72;-0.18;3.91;-5.89;-0.98;2.47;1.04
2,164;-0.27;3.82;-8.09;0.72;22.29;-2.13;2.05;40.56;4.56;-3.19;48.74;2.99;-4.01;30.83;11.55;-1.32;15.29;19.54;-16.07;22.16;22.88;-20.26;24.16;23.17;2.89;41.47;-6.19;6.32;38.92;11.51;2.18;23.91;19.23;-1.13;19.19;18.70;-2.07;2.60;-5.28;0.12;25.27;15.00;-1.21;3.50;-0.65;-3.30;2.59;8.92;3.41;5.86;-7.09;14.80;25.18;0.66;-0.23;3.87;-5.84;-0.98;2.57;1.25
2,195;-0.24;3.25;-7.95;0.77;21.78;-2.05;2.12;40.13;4.58;-3.26;48.24;2.93;-4.06;29.72;12.38;-1.34;14.19;20.38;-16.20;20.22;24.33;-20.21;22.32;25.02;3.45;40.14;-5.60;6.83;37.49;12.10;2.77;22.56;20.02;-1.05;17.56;19.43;-2.09;2.02;-5.12;0.16;24.95;14.93;-1.15;3.23;-0.79;-3.20;2.46;8.82;3.48;5.33;-6.98;14.79;25.04;0.46;-0.40;3.74;-5.78;-0.92;2.84;1.54
2,228;-0.23;2.79;-7.82;0.79;21.41;-1.98;2.15;39.87;4.59;-3.37;47.85;2.89;-4.15;28.80;13.19;-1.42;13.28;21.20;-16.42;18.41;25.77;-20.36;20.56;26.95;3.99;38.96;-4.98;7.30;36.27;12.73;3.18;21.35;20.65;-1.11;16.59;19.34;-2.15;1.56;-4.99;0.19;24.65;14.88;-1.10;2.98;-0.91;-3.10;2.33;8.74;3.55;4.87;-6.85;14.83;24.71;0.32;-0.65;3.52;-5.71;-0.88;3.17;1.96
2,265;-0.26;2.43;-7.83;0.76;21.16;-1.99;2.12;39.72;4.55;-3.50;47.54;2.81;-4.20;28.38;13.59;-0.98;13.04;21.39;-16.21;16.96;26.77;-20.22;19.35;28.06;4.47;37.89;-4.38;7.65;35.36;13.38;3.35;20.49;21.30;-1.11;16.07;19.38;-2.25;1.21;-4.98;0.23;24.35;14.81;-1.05;2.72;-1.03;-3.34;2.57;8.43;3.58;4.52;-6.88;14.71;24.79;0.45;-0.76;3.57;-5.54;-0.95;3.33;2.29
2,295;-0.29;2.15;-7.88;0.72;20.97;-2.03;2.08;39.62;4.51;-3.64;47.26;2.72;-4.17;28.41;13.56;-0.54;13.31;21.09;-16.06;15.83;27.45;-20.04;18.57;28.48;4.94;36.88;-3.78;8.03;34.60;14.06;3.44;19.71;21.75;-1.03;15.83;19.35;-2.37;0.93;-5.02;0.29;24.08;14.75;-1.01;2.48;-1.13;-3.59;2.81;8.14;3.63;4.25;-6.96;14.58;24.88;0.60;-0.60;3.51;-5.55;-0.91;3.01;2.15
2,328;-0.33;1.98;-7.99;0.67;20.86;-2.10;2.03;39.57;4.46;-3.77;47.03;2.64;-4.16;28.48;13.52;-0.09;13.62;20.79;-15.80;15.08;27.70;-19.88;18.00;28.71;5.16;36.40;-3.48;8.40;34.09;14.32;3.70;19.02;21.33;-0.68;15.43;19.09;-2.48;0.76;-5.10;0.34;23.85;14.72;-0.97;2.27;-1.18;-3.87;3.07;7.86;3.65;4.09;-7.11;14.60;24.54;0.55;-0.64;3.21;-5.57;-0.75;2.97;2.11
2,364;-0.38;1.90;-8.12;0.62;20.79;-2.17;1.97;39.54;4.42;-3.87;46.79;2.58;-4.15;28.56;13.49;0.35;13.93;20.51;-15.41;14.91;27.48;-19.83;17.85;28.57;5.14;36.42;-3.50;8.49;34.01;14.27;3.89;18.87;21.18;-0.53;15.27;19.04;-2.56;0.67;-5.20;0.39;23.68;14.72;-0.93;2.12;-1.21;-4.16;3.36;7.59;3.64;4.02;-7.26;14.48;25.05;0.77;-0.60;3.59;-5.30;-0.86;3.07;2.26
2,395;-0.41;1.83;-8.24;0.58;20.73;-2.23;1.93;39.51;4.40;-3.96;46.57;2.54;-4.16;28.60;13.52;0.78;14.20;20.28;-14.98;15.42;27.13;-19.83;17.94;28.22;5.11;36.42;-3.52;8.57;33.97;14.22;4.02;18.75;20.97;-0.32;15.22;19.01;-2.62;0.60;-5.29;0.44;23.53;14.71;-0.90;1.99;-1.24;-4.46;3.66;7.32;3.64;3.98;-7.41;14.42;25.32;0.94;-0.63;3.82;-5.10;-0.90;3.27;2.47
2,429;-0.44;1.79;-8.37;0.55;20.69;-2.29;1.89;39.47;4.38;-4.02;46.38;2.51;-4.14;28.61;13.56;1.28;14.44;20.02;-14.49;15.87;26.77;-19.78;17.94;27.94;5.10;36.41;-3.54;8.67;33.97;14.19;4.11;18.64;20.66;-0.16;15.47;18.61;-2.67;0.55;-5.41;0.48;23.41;14.68;-0.87;1.88;-1.28;-4.77;3.98;7.04;3.63;3.95;-7.57;14.39;25.52;1.03;-0.68;4.00;-4.90;-0.98;3.43;2.66
2,462;-0.47;1.78;-8.53;0.51;20.66;-2.36;1.85;39.44;4.37;-4.08;46.24;2.48;-4.10;28.61;13.61;1.78;14.66;19.77;-14.00;16.29;26.41;-19.69;17.83;27.39;5.09;36.40;-3.54;8.78;34.00;14.17;4.19;18.51;20.26;0.07;15.69;18.16;-2.70;0.53;-5.54;0.54;23.34;14.60;-0.85;1.79;-1.34;-5.07;4.31;6.75;3.61;3.96;-7.75;14.39;25.63;1.03;-0.62;4.10;-4.97;-1.12;3.22;2.47
2,495;-0.47;1.76;-8.65;0.50;20.63;-2.41;1.84;39.41;4.37;-4.11;46.14;2.47;-4.08;28.61;13.66;2.05;14.78;19.63;-13.74;16.71;26.13;-19.62;17.77;27.03;5.10;36.38;-3.53;8.77;34.07;14.19;4.11;18.59;20.26;0.06;15.80;18.21;-2.72;0.50;-5.65;0.59;23.27;14.54;-0.82;1.71;-1.39;-5.21;4.46;6.58;3.62;3.96;-7.89;14.43;25.56;0.94;-0.58;4.05;-5.14;-1.22;2.97;2.20
2,528;-0.46;1.74;-8.70;0.51;20.60;-2.43;1.84;39.38;4.39;-4.13;46.07;2.47;-4.06;28.61;13.67;2.10;14.78;19.58;-13.71;17.14;25.92;-19.66;17.65;26.63;5.12;36.36;-3.51;8.79;34.03;14.22;4.15;18.56;20.34;0.01;15.82;18.18;-2.73;0.48;-5.71;0.63;23.24;14.50;-0.80;1.68;-1.42;-5.16;4.57;6.51;3.65;3.94;-7.95;14.50;25.31;0.78;-0.69;3.89;-5.19;-1.25;3.00;2.26
2,562;-0.46;1.72;-8.73;0.52;20.58;-2.43;1.85;39.35;4.42;-4.13;46.05;2.48;-4.05;28.62;13.68;2.17;14.76;19.54;-13.65;17.58;25.71;-19.66;17.52;26.26;5.16;36.31;-3.41;8.70;34.05;14.36;4.08;18.70;20.87;-0.31;15.89;18.25;-2.74;0.48;-5.74;0.66;23.23;14.47;-0.80;1.67;-1.44;-5.14;4.55;6.51;3.67;3.92;-7.96;14.53;25.31;0.73;-0.71;3.88;-5.15;-1.36;2.94;2.37
2,595;-0.46;1.72;-8.73;0.53;20.56;-2.43;1.86;39.33;4.44;-4.13;46.08;2.50;-4.04;28.64;13.69;2.22;14.75;19.49;-13.60;18.03;25.54;-19.67;17.50;26.25;5.19;36.27;-3.30;8.59;34.16;14.51;3.83;18.87;21.17;-0.52;16.10;18.39;-2.76;0.49;-5.76;0.69;23.24;14.45;-0.80;1.68;-1.46;-5.11;4.54;6.52;3.68;3.91;-7.94;14.54;25.30;0.73;-0.71;3.87;-5.10;-1.40;2.89;2.47
2,631;-0.46;1.72;-8.71;0.53;20.55;-2.42;1.86;39.31;4.45;-4.13;46.15;2.51;-4.03;28.65;13.68;2.28;14.73;19.45;-13.54;18.23;25.43;-19.66;17.47;26.17;5.23;36.23;-3.21;8.53;34.23;14.64;3.64;18.98;21.26;-0.69;16.27;18.48;-2.78;0.50;-5.77;0.71;23.26;14.43;-0.80;1.70;-1.48;-5.10;4.54;6.53;3.69;3.90;-7.89;14.57;25.16;0.68;-0.75;3.77;-5.13;-1.43;2.84;2.48
2,662;-0.48;1.73;-8.69;0.53;20.55;-2.41;1.87;39.31;4.45;-4.12;46.26;2.49;-4.05;28.65;13.70;1.88;15.01;19.35;-13.94;18.37;25.41;-19.79;17.53;25.99;5.25;36.20;-3.13;8.44;34.27;14.75;3.48;19.09;21.53;-0.90;16.32;18.52;-2.81;0.52;-5.77;0.70;23.30;14.41;-0.81;1.74;-1.50;-5.16;4.66;6.43;3.69;3.90;-7.84;14.59;25.20;0.57;-0.71;3.77;-5.17;-0.51;2.40;1.99
2,695;-0.49;1.74;-8.65;0.53;20.55;-2.40;1.87;39.31;4.45;-4.11;46.41;2.51;-4.10;28.66;13.70;1.44;15.33;19.27;-14.37;18.55;25.43;-19.88;17.66;25.95;5.27;36.19;-3.06;8.36;34.27;14.84;3.36;19.17;21.79;-1.05;16.27;18.58;-2.83;0.54;-5.73;0.68;23.34;14.42;-0.82;1.78;-1.50;-5.17;4.67;6.44;3.69;3.89;-7.77;14.56;25.44;0.64;-0.63;3.92;-5.06;0.53;2.26;1.73
2,728;-0.50;1.74;-8.58;0.53;20.55;-2.38;1.88;39.32;4.45;-4.09;46.56;2.54;-4.14;28.68;13.68;0.89;15.60;19.08;-14.87;18.66;25.44;-20.12;18.03;25.93;5.28;36.17;-3.01;8.37;34.23;14.89;3.36;19.11;21.80;-1.04;16.16;18.52;-2.86;0.55;-5.68;0.63;23.37;14.45;-0.83;1.83;-1.49;-5.22;4.82;6.37;3.69;3.88;-7.68;14.54;25.59;0.67;-0.66;4.02;-4.86;1.58;2.21;1.63
2,762;-0.51;1.76;-8.50;0.53;20.56;-2.35;1.88;39.32;4.46;-4.06;46.74;2.58;-4.17;28.70;13.65;0.33;15.88;18.88;-15.22;19.72;24.52;-20.23;19.36;24.53;5.30;36.16;-2.98;8.39;34.19;14.92;3.35;19.02;21.70;-1.00;16.03;18.47;-2.88;0.57;-5.62;0.57;23.42;14.49;-0.84;1.87;-1.44;-5.30;4.90;6.34;3.70;3.90;-7.57;14.51;25.81;0.72;-0.61;4.16;-4.71;2.65;2.15;1.44
2,795;-0.51;1.78;-8.41;0.53;20.57;-2.30;1.89;39.33;4.47;-4.01;46.90;2.63;-4.20;28.73;13.61;-0.27;16.13;18.63;-15.65;20.73;23.43;-20.30;20.72;23.30;5.30;36.16;-2.98;8.35;34.19;14.92;3.29;19.04;21.75;-1.08;16.02;18.54;-2.89;0.59;-5.54;0.51;23.48;14.54;-0.86;1.91;-1.38;-5.39;4.98;6.32;3.71;3.91;-7.46;14.49;25.94;0.72;-0.56;4.23;-4.65;3.66;1.90;1.10
2,828;-0.51;1.80;-8.31;0.54;20.58;-2.25;1.90;39.33;4.48;-3.94;47.05;2.68;-4.23;28.75;13.57;-0.93;16.38;18.32;-16.13;21.68;22.16;-20.44;22.03;21.80;5.30;36.17;-3.04;8.31;34.14;14.86;3.31;19.06;21.91;-1.15;15.95;18.58;-2.90;0.61;-5.46;0.42;23.53;14.60;-0.89;1.94;-1.29;-5.55;4.97;6.28;3.72;3.94;-7.35;14.44;26.22;0.79;-0.46;4.39;-4.59;4.70;1.70;0.74
2,865;-0.50;1.82;-8.21;0.55;20.58;-2.19;1.92;39.33;4.50;-3.86;47.18;2.74;-4.25;28.76;13.53;-1.62;16.60;17.96;-16.67;22.55;20.69;-20.82;23.35;20.02;5.30;36.19;-3.09;8.29;34.18;14.81;3.30;19.13;21.98;-1.18;16.00;18.66;-2.90;0.63;-5.37;0.33;23.58;14.67;-0.93;1.95;-1.19;-5.58;5.01;6.39;3.74;3.96;-7.22;14.37;26.53;0.86;-0.30;4.57;-4.60;5.77;1.50;0.30
2,895;-0.47;1.84;-8.10;0.58;20.58;-2.13;1.95;39.32;4.53;-3.75;47.28;2.82;-4.28;28.78;13.49;-2.11;16.66;17.63;-17.01;23.34;19.23;-20.49;24.46;19.00;5.29;36.21;-3.14;8.27;34.19;14.77;3.31;19.18;22.03;-1.19;15.97;18.70;-2.90;0.64;-5.28;0.26;23.62;14.73;-0.96;1.96;-1.08;-5.56;4.99;6.55;3.78;3.98;-7.08;14.29;26.87;0.97;-0.14;4.77;-4.60;6.40;1.53;0.10
2,928;-0.45;1.87;-7.99;0.60;20.60;-2.07;1.97;39.32;4.56;-3.62;47.37;2.90;-4.30;28.78;13.48;-2.41;16.56;17.35;-17.16;24.03;17.77;-20.23;25.56;17.97;5.29;36.23;-3.17;8.28;34.17;14.73;3.35;19.16;22.05;-1.23;15.93;18.69;-2.89;0.67;-5.19;0.21;23.67;14.82;-0.98;1.99;-0.98;-5.56;4.97;6.69;3.82;4.02;-6.96;14.27;26.83;0.84;-0.11;4.70;-4.70;6.43;1.46;0.00
2,962;-0.43;1.91;-7.88;0.62;20.63;-2.01;1.99;39.34;4.59;-3.47;47.47;2.95;-4.33;28.78;13.51;-2.67;16.46;17.13;-17.29;24.76;16.31;-19.96;26.57;16.92;5.29;36.26;-3.16;7.66;33.17;14.36;2.41;18.32;19.93;-2.41;14.78;16.33;-2.88;0.71;-5.10;0.16;23.72;14.90;-1.00;2.01;-0.86;-5.56;4.94;6.85;3.86;4.07;-6.83;14.30;26.61;0.66;-0.11;4.49;-4.88;6.42;1.26;-0.17
2,995;-0.40;1.95;-7.79;0.64;20.66;-1.95;2.01;39.36;4.62;-3.32;47.56;3.01;-4.36;28.78;13.55;-2.88;16.39;16.94;-17.45;25.06;15.31;-19.70;26.98;16.54;5.30;36.28;-3.12;6.94;32.29;14.07;1.33;17.55;18.03;-3.76;13.68;14.25;-2.87;0.75;-5.03;0.14;23.77;14.98;-1.02;2.04;-0.76;-5.55;4.85;7.03;3.90;4.11;-6.72;14.34;26.40;0.48;-0.10;4.30;-5.04;6.44;1.06;-0.32
3,028;-0.38;1.99;-7.71;0.66;20.70;-1.89;2.02;39.39;4.66;-3.17;47.64;3.06;-4.38;28.78;13.58;-3.04;16.33;16.78;-17.64;24.91;14.87;-19.54;26.92;16.78;5.31;36.31;-3.01;6.24;31.37;13.83;0.26;16.72;16.06;-5.02;12.54;12.12;-2.86;0.80;-4.96;0.12;23.82;15.04;-1.04;2.07;-0.68;-5.53;4.77;7.21;3.94;4.14;-6.62;14.37;26.21;0.33;-0.07;4.11;-5.20;6.45;0.88;-0.45
3,062;-0.34;2.05;-7.68;0.68;20.78;-1.86;2.03;39.49;4.69;-3.07;47.78;3.13;-4.41;28.79;13.61;-3.16;16.31;16.66;-17.76;24.84;14.62;-19.51;26.91;16.97;5.32;36.34;-2.85;5.60;30.42;13.60;-0.75;15.86;13.98;-6.17;11.40;9.90;-2.84;0.88;-4.95;0.12;23.88;15.08;-1.05;2.12;-0.62;-5.45;4.78;7.37;3.99;4.18;-6.56;14.43;26.05;0.15;-0.05;3.96;-5.34;6.46;0.73;-0.57
3,094;-0.32;2.14;-7.66;0.68;20.92;-1.84;2.02;39.69;4.69;-3.00;48.01;3.20;-4.43;28.81;13.64;-3.24;16.31;16.58;-17.84;24.85;14.52;-19.30;26.88;17.34;5.24;36.61;-2.72;4.95;29.52;13.27;-1.69;15.06;11.98;-7.38;10.18;7.61;-2.82;1.00;-4.96;0.15;23.97;15.12;-1.05;2.19;-0.56;-5.11;4.48;7.69;4.01;4.25;-6.53;14.51;25.77;-0.05;-0.09;3.74;-5.46;6.43;0.52;-0.70
3,130;-0.40;2.29;-7.67;0.67;21.06;-1.84;2.03;39.88;4.69;-2.92;48.22;3.26;-4.44;28.82;13.67;-3.29;16.29;16.53;-17.88;24.87;14.51;-19.27;26.87;17.53;5.16;36.88;-2.58;4.30;28.57;12.93;-2.59;14.23;10.03;-8.61;8.90;5.28;-2.85;1.14;-4.96;0.17;24.07;15.17;-1.03;2.28;-0.51;-4.83;4.16;7.95;3.87;4.43;-6.56;14.61;25.45;-0.24;-0.16;3.50;-5.55;6.37;0.27;-0.80
3,162;-0.53;2.46;-7.70;0.65;21.21;-1.84;2.05;40.06;4.69;-2.86;48.40;3.33;-4.42;28.86;13.59;-3.31;16.32;16.34;-17.90;24.92;14.40;-19.50;26.94;17.35;5.08;37.16;-2.45;3.64;27.70;12.60;-3.54;13.44;8.07;-9.81;7.69;3.06;-2.93;1.29;-4.97;0.19;24.16;15.21;-1.01;2.37;-0.44;-4.52;3.85;8.23;3.68;4.62;-6.61;14.69;25.21;-0.32;-0.19;3.33;-5.60;6.33;0.09;-0.87
3,195;19.32;11.64;-7.20;20.65;32.01;-1.99;22.16;52.37;4.01;18.31;61.48;3.24;14.29;41.26;12.33;13.86;26.93;14.37;0.99;31.30;13.38;-0.45;32.46;16.08;26.98;48.35;-2.14;26.04;35.86;10.47;19.67;20.48;6.79;14.02;14.32;2.68;16.36;10.75;-4.09;18.44;26.12;15.17;17.48;2.99;1.35;14.81;3.57;10.93;23.87;13.43;-5.87;33.65;26.86;0.21;20.53;3.72;-4.58;26.40;0.35;1.49
3,228;39.18;20.80;-6.59;40.67;42.80;-2.01;42.29;64.67;3.45;39.48;74.51;3.30;33.03;53.68;11.22;31.05;37.57;12.51;19.90;37.72;12.51;18.56;38.00;14.96;48.88;59.54;-1.64;48.79;44.43;8.63;43.45;27.88;6.57;38.49;21.53;3.50;35.66;20.19;-3.09;36.75;28.01;15.37;35.92;3.61;3.99;34.06;3.30;14.48;44.06;22.23;-5.01;52.59;28.59;0.81;41.24;4.14;-3.54;46.43;0.65;3.87
3,262;59.02;29.95;-5.80;60.66;53.58;-1.80;62.38;76.98;3.19;60.62;87.54;3.66;51.75;66.10;10.31;48.21;48.24;10.85;38.76;44.14;11.78;37.57;43.52;14.01;70.76;70.72;-0.97;71.60;52.96;6.89;67.30;35.25;6.42;63.04;28.78;4.32;54.94;29.62;-1.90;55.11;29.86;15.79;54.26;4.25;7.38;53.02;2.68;18.21;64.23;31.02;-3.99;71.51;30.29;1.49;61.93;4.55;-2.47;66.44;0.93;6.27
3,294;78.86;39.06;-4.81;80.64;64.33;-1.41;82.45;89.25;3.09;81.75;100.54;4.17;70.44;78.50;9.59;65.32;58.89;9.38;57.57;50.54;11.14;56.57;49.00;13.21;92.60;81.90;-0.20;94.32;61.54;5.34;91.10;42.62;6.41;87.53;36.02;5.33;74.23;38.99;-0.51;73.48;31.80;16.39;72.67;4.92;11.14;71.98;2.14;22.37;84.41;39.78;-2.75;90.44;31.95;2.24;82.60;4.93;-1.41;86.46;1.19;8.66
